Material	EAN	DescricaoCompleta	SubGrupo	quantidade	custoMedio
400001593	7,8991E+12	ATENOLOL G.GEO 25MG 30CP	GEOLAB GEN	0	0
400001594	7,8991E+12	ATENOLOL G.GEO 50MG 30CP	GEOLAB GEN	0	0
400001612	7,8991E+12	CAPTOPRIL G.GEO 50MG 30CP	GEOLAB GEN	0	3.34
400001633	7,8991E+12	CLOPIDOGREL G.GEO 75MG 28CP	GEOLAB GEN	0	0
400001761	7,8991E+12	SINVASTATINA G.GEO 20MG 30CP	GEOLAB GEN	0	0
400001762	7,8991E+12	SINVASTATINA G.GEO 40MG 30CP	GEOLAB GEN	0	0
400001681	7,8991E+12	FLUCONAZOL G.GEO 150MG 01 CA	GEOLAB GEN	0	0
400007348	7,8991E+12	CLONAZEPAM G. GEO 0,5 MG 30 CP (B1)	GEOLAB GEN	0	0
400001802	7,8991E+12	ZOLPIDEM G.GEO 10MG 20CP(B1)	GEOLAB GEN	0	0
400001640	7,8991E+12	DELUMI 3300UI/ML 10ML VITAMINA D GEO.	GEOLAB SIM	0	0
400001763	7,8991E+12	SINVAX 20MG 30CP SINVASTATINA GEO.	GEOLAB SIM	0	0
400001764	7,8991E+12	SINVAX 40MG 30CP SINVASTATINA GEO.	GEOLAB SIM	0	0
400001608	7,8991E+12	BUPROPIONA G.GEO 150MG 60CP(C1)	GEOLAB GEN	0	25.51
400001672	7,8991E+12	ESPIRONOLACTONA G.GEO 50MG 30CP	GEOLAB GEN	0	11.87
400001706	7,8991E+12	INDAPAMIDA G.GEO 1,5MG 30CP	GEOLAB GEN	0	3.95
400001721	7,8991E+12	MELOXICAM G.GEO 7,5MG 10CP	GEOLAB GEN	0	0
400001720	7,8991E+12	MELOXICAM G.GEO 15MG 10CP	GEOLAB GEN	0	0
400001592	7,8991E+12	ARPAFITO 470MG 30CP HARP PROCUMBENS GEO.	GEOLAB SIM	0	0
400006846	7,8991E+12	PAROXETINA G. GEO 10 MG 20 CP (C1)	GEOLAB GEN	0	9.15
400001771	7,8991E+12	TADALAFILA G.GEO 20MG 1CP	GEOLAB GEN	0	0
400001772	7,8991E+12	TADALAFILA G.GEO 20MG 2CP	GEOLAB GEN	0	0
400001783	7,8991E+12	TITENIL 20MG 10CP TENOXICAN GEO.	GEOLAB SIM	0	0
400001632	7,8991E+12	CLONAZEPAM G.GEO GTS 20ML(B1)	GEOLAB GEN	0	0
400001641	7,8991E+12	DELUMI 3300UI/ML 20ML VITAMINA D GEO.	GEOLAB SIM	0	0
400008119	7,8991E+12	MOXIFLOXACINO SOL OFTALMI G. GEO 5MG/ML	GEOLAB GEN	0	0
400006608	7,8991E+12	ALBENDAZOL G. GEO 400 MG 3 CP MAST	GEOLAB GEN	0	0
400001581	7,8991E+12	ALBENDAZOL G.GEO 400MG 1CP MAST	GEOLAB GEN	0	0
400001666	7,8991E+12	DOXAZOSINA G.GEO 2MG 30CP	GEOLAB GEN	0	0
400006617	7,8991E+12	RISPERIDONA G. GEO 3 MG 30 CP (C1)	GEOLAB GEN	0	0
400006616	7,8991E+12	RISPERIDONA G. GEO 2 MG 30 CP (C1)	GEOLAB GEN	0	0
400006615	7,8991E+12	RISPERIDONA G. GEO 1 MG 30 CP (C1)	GEOLAB GEN	0	3.33
400001731	7,8991E+12	MOXIFLOXACINO G.GEO 400MG 7CP(*)	GEOLAB GEN	0	0
400001730	7,8991E+12	MOXIFLOXACINO G.GEO 400MG 5CP(*)	GEOLAB GEN	0	0
400001609	7,8991E+12	CAPOX 25MG 30CP CAPTOPRIL GEO.	GEOLAB SIM	0	1.51
400008484	7,8991E+12	DESLORATADINA G. GEO 0,5MG/ML XPE 60ML	GEOLAB GEN	0	0
400008237	7,8991E+12	DESLORATADINA G. GEO 0,5MG/ML 100ML	GEOLAB GEN	0	0
400001630	7,8991E+12	CLONAZEPAM G.GEO 0,5MG 30CP(B1)	GEOLAB GEN	0	0
400001631	7,8991E+12	CLONAZEPAM G.GEO 2MG 30CP(B1)	GEOLAB GEN	0	0
400006848	7,8991E+12	ATORVASTATINA G. GEO 40 MG 30 CP	GEOLAB GEN	0	14.39
400001638	7,8991E+12	DELUMI 1000UI 30CP VITAMINA D GEO.	GEOLAB SIM	0	0
400001639	7,8991E+12	DELUMI 2000UI 30CP VITAMINA D GEO.	GEOLAB SIM	0	0
400006825	7,8991E+12	ARTRONEL 40 MG 30 CP COLAGENO II GEO.	GEOLAB SIM	0	0
400006826	7,8991E+12	ARTRONEL 40 MG 60 CP COLAGENO II GEO.	GEOLAB SIM	0	0
400005715	7,8993E+12	KIT DORA SH250ML+COND230ML NTX.	NUTRIEX	0	0
400007370	7,89947E+12	OLEO DE COCO EXT VIRG 200 ML APS.	APISNUTRI	0	0
400000128	7,89947E+12	OLEO DE COCO EXT VIRG 500ML APS.	APISNUTRI	0	0
400000122	7,89947E+12	GUARANA EM PO 70G APS.	APISNUTRI	0	0
400000126	7,89947E+12	MEL BISNAGA 500G APS.	APISNUTRI	0	0
400000125	7,89947E+12	MEL BISNAGA 310G APS.	APISNUTRI	0	0
400005718	7,89947E+12	FLORADA PREDOMINANTE SILVES MEL 1KG APS.	APISNUTRI	0	0
400000124	7,89947E+12	MAGNESIO DIMALATO 600MG APS.	APISNUTRI	0	0
400005720	7,89947E+12	EXT. PROPOLIS B2+B6+B12+C500MG60CA APS.	APISNUTRI	0	0
400005721	7,89947E+12	GELEIA REAL 500MG 60CA APS.	APISNUTRI	0	0
400005722	7,89947E+12	SUPLEM. ALIM. POLIKIDS+VITAM 240ML APS.	APISNUTRI	0	0
400000129	7,89947E+12	VISION+A 60CA 280MG SUP.ALIMENTAR APS.	APISNUTRI	0	0
400007468	7,89947E+12	VITER C 1G 10CP EFERV VITAMINA C NAT.	NATURELIFE	0	0
400007400	7,89947E+12	VITER C+ZINCO EFERV 1/10MG 10CP NAT.	NATURELIFE	0	0
400003621	7,89947E+12	EPAPHYTO 300MG 30CP PEUMUS BOLD MOL NAT.	NATULAB	0	0
400005725	7,89947E+12	ESPINHEIRA SANTA380MG45CP MAYT ILIC NAT.	NATULAB	0	0
400003608	7,89947E+12	ARPYNFLAN 450MG30CP HARP PROCUMBENS NAT.	NATULAB	0	31.41
400005728	7,89947E+12	EPAPHYTO SOL 14MG 150ML NAT.	NATULAB	0	0
400003647	7,89947E+12	PLANTOLAXY 10ENV PLANTAGO OVATA NAT.	NATULAB	0	0
400003612	7,89947E+12	CARDOMARIN 18,05MG/ML FR 100ML NAT.	NATULAB	0	0
400005731	7,89947E+12	ARLIVRY CEREJA 100ML SERING HEDERA NAT.	NATULAB	0	0
400005732	7,89947E+12	ARLIVRY MEL 100ML SERING HED. HELIX NAT.	NATULAB	0	0
400005734	7,89947E+12	BUTALAB 0,4MG/ML XPE 100ML NAT.	NATULAB	0	1.88
400005739	7,89947E+12	NASOJET 3H 30MG/ML SPRAY NASAL 50ML NAT.	NATULAB	0	0
400003615	7,89947E+12	DVITER D3 10.000 UI 4CA VITAMINA D NAT.	NATULAB	0	0
400003617	7,89947E+12	DVITER D3 5.000UI 4CA VITAMINA D NAT.	NATULAB	0	0
400003630	7,89947E+12	LUFBEM 125MG 10CA MOLE SIMETICONA NAT.	NATULAB	0	0
400003616	7,89947E+12	DVITER D3 5.000UI 30CA VITAMINA D NAT.	NATULAB	0	0
400003618	7,89947E+12	DVITER D3 7.000 UI 8CA VITAMINA D NAT.	NATULAB	0	0
400007608	7,89951E+12	LOCAO QUERATOLITICA GOPES 30 ML GPS.	GOPES	0	0
400000320	7,89955E+12	GALANTAMINA G.BLB 8MG 30CA(C1)	BIOLAB GEN	0	0
400005344	7,89962E+12	CIPROFLOXATRIN 500MG 14CP GLO.(*)	GLOBO SIM	0	0
400002121	7,89962E+12	CAPTOPRIL G.GLO 25MG 60CP	GLOBO GEN	0	0
400002122	7,89962E+12	CAPTOPRIL G.GLO 50MG 30CP	GLOBO GEN	0	0
400002157	7,89962E+12	FLAMAPE 20MG 10CP PREDNISONA GLO.	GLOBO SIM	0	0
400002195	7,89962E+12	NOVOPRAZOL 20MG 28CP OMEPRAZOL GLO.	GLOBO SIM	0	0
400002175	7,89962E+12	IMUNOBIL 60 FLC 10ML GLO.	GLOBO SIM	0	0
400002180	7,89962E+12	LACTU-Z AMEIXA 120ML LACTULOSE GLO.	GLOBO SIM	0	0
400005741	7,89962E+12	LACTU-Z FRUTAS VERMELHAS 120ML LACT GLO.	GLOBO SIM	0	0
400002181	7,89962E+12	LACTU-Z PAPAIA 120ML LACTULOSE GLO.	GLOBO SIM	0	0
400002215	7,89962E+12	RARIVIT 40CP SUPLEMENTO VITAMINICO GLO.	GLOBO SIM	0	0
400007528	7,89962E+12	TONICO VITAL SOL 400ML SUP ALI GLO.	GLOBO SIM	0	3.59
400005744	7,89962E+12	COLAGENO 500MG 60CA VIT+MINERAIS GLO.	GLOBO SIM	0	0
400002200	7,89962E+12	OMEGA 3 60CA GLO.	GLOBO SIM	0	0
400002199	7,89962E+12	OMEGA 3 120CA GLO.	GLOBO SIM	0	0
400006626	7,89962E+12	SERTRALINA G. GLO 50 MG 30 CP (C1)	GLOBO GEN	0	4.15
400008175	7,89962E+12	SERTRALINA G. GLO 100 MG 30 CP (C1)	GLOBO GEN	0	8.36
400002213	7,89962E+12	PROSOLIN 60ML PREDNISOLONA GLO.	GLOBO SIM	0	0
400002212	7,89962E+12	PROSOLIN 120ML PREDNISOLONA GLO.	GLOBO SIM	0	0
400002207	7,89962E+12	PREDNISOLONA G.GLO SOL 60ML	GLOBO GEN	0	0
400002206	7,89962E+12	PREDNISOLONA G.GLO SOL 120ML	GLOBO GEN	0	0
400005746	7,89962E+12	SPECDERA CEREJA XPE 7MG/ML 100ML GLO.	GLOBO SIM	0	5.79
400002234	7,89962E+12	SECNIDAZOL G.GLO 1000MG 2CP	GLOBO GEN	0	0
400002146	7,89962E+12	COMPLEXIMED B GTS 30ML GLO.	GLOBO SIM	0	0
400002159	7,89962E+12	FLUCOLCID 150MG 1CA FLUCONAZOL GLO.	GLOBO SIM	0	0
400002211	7,89962E+12	PROPRANOLOL G.GLO 40MG 40CP	GLOBO GEN	0	0
400005747	7,89962E+12	RARIVIT A+D LARANJA GTS 20ML VITA+D GLO.	GLOBO SIM	0	0
400002221	7,89962E+12	RARIVIT D LIMAO GTS 20ML VITAMINA D GLO.	GLOBO SIM	0	0
400002223	7,89962E+12	RARIVIT FERRO GTS 30ML GLO.	GLOBO SIM	0	0
400002116	7,89962E+12	CALCIDRIN SUS 250ML VITAMINA+CALCIO GLO.	GLOBO SIM	0	0
400002147	7,89962E+12	CREME DE ARNICA 60G GLO.	GLOBO SIM	0	0
400002148	7,89962E+12	CREME DE CASTANHA DA INDIA 60G GLO.	GLOBO SIM	0	0
400002216	7,89962E+12	RARIVIT AZ 60CA SUP VITAMINICO GLO.	GLOBO SIM	0	0
400002227	7,89962E+12	RARIVIT MULHER 60CA SUP VITAMINICO GLO.	GLOBO SIM	0	0
400002230	7,89962E+12	RARIVIT SENIOR 60CA SUP VITAMINICO GLO.	GLOBO SIM	0	0
400005751	7,89962E+12	RARIVIT CALCIO SUS 250ML SUP VIT GLO.	GLOBO SIM	0	0
400002114	7,89962E+12	CALCIDRIN 500MG 60CP GLO.	GLOBO SIM	0	0
400002115	7,89962E+12	CALCIDRIN 600MG 60CP GLO.	GLOBO SIM	0	0
400005752	7,89962E+12	RARIVIT CALCIO 600MG 60CP SUP VITAM GLO.	GLOBO SIM	0	0
400002184	7,89962E+12	LEVOFLOXACINO G.GLO 500MG 7CP(*)	GLOBO GEN	0	0
400002183	7,89962E+12	LEVOFLOXACINO G.GLO 500MG 10CP(*)	GLOBO GEN	0	0
400002141	7,89962E+12	CLOTRIMAZOL G.GLO CR 20 G	GLOBO GEN	0	0
400002229	7,89962E+12	RARIVIT OMEGA 3 60CA SUP VITAMINICO GLO.	GLOBO SIM	0	0
400002138	7,89962E+12	CIPROFIBRATO G.GLO 100MG 30CP	GLOBO GEN	0	0
400002224	7,89962E+12	RARIVIT HAIR CAPSULA 30CP GLO.	GLOBO SIM	0	0
400002167	7,89962E+12	GARGOGEX MENTA SPR 12 FR 35ML GLO.	GLOBO SIM	0	0
400002166	7,89962E+12	GARGOGEX MEL+PROP SPR 12 FR 35ML GLO.	GLOBO SIM	0	0
400002165	7,89962E+12	GARGOGEX GENGIBRE SPR 12 FR 35ML GLO.	GLOBO SIM	0	0
400002128	7,89962E+12	CETOCONAZOL G.GLO CR 30 G	GLOBO GEN	0	0
400002190	7,89962E+12	NEOMICINA+BACITRACINA G.GLO POM 10G(*)	GLOBO GEN	0	0
400002238	7,89962E+12	SIMETICONA 125MG 10CA MOLE GLO.	GLOBO SIM	0	0
400002240	7,89962E+12	SINTAFLAT 125MG10CA MOLE SIMETICONA GLO.	GLOBO SIM	0	0
400002123	7,89962E+12	CASTANHA DA INDIA 100MG 30CP GLO.	GLOBO SIM	0	6.06
400005755	7,89962E+12	KALOSTOP SOL 10ML AC LATICO+AC SAL. GLO.	GLOBO SIM	0	5.89
400005756	7,89962E+12	SUPRAMAX AZ 60CA SUPLEMENTO ALIM. GLO.	GLOBO SIM	0	0
400002259	7,89962E+12	SUPRAMAX SENIOR 60CA GLO.	GLOBO SIM	0	0
400002257	7,89962E+12	SUPRAMAX MULHER 60CA GLO.	GLOBO SIM	0	0
400002258	7,89962E+12	SUPRAMAX OMEGA 3 60CA GLO.	GLOBO SIM	0	0
400002255	7,89962E+12	SUPRAMAX HAIR 30CA GLO.	GLOBO SIM	0	0
400005757	7,89962E+12	MENTOLAX POM 1UN 40G GLO.	GLOBO SIM	0	0
400005758	7,89962E+12	SPECDERA MEL XPE 7MG/ML 100ML HEDER GLO.	GLOBO SIM	0	0
400005759	7,89962E+12	DIOHESP 450/50MG 60CP DIOSM+HESPER GLO.	GLOBO SIM	0	0
400002205	7,89962E+12	PARACETAMOL G.GLO 750MG 20X10CP	GLOBO GEN	0	0
400002127	7,89962E+12	CETOCONAZOL G.GLO CR 20 G	GLOBO GEN	0	0
400002219	7,89962E+12	RARIVIT D 1000UI 30CA VITAMINA D GLO.	GLOBO SIM	0	0
400002220	7,89962E+12	RARIVIT D 2000UI 30CA VITAMINA D GLO.	GLOBO SIM	0	0
400002252	7,89962E+12	SUPRAMAX D 1000UI 30CA VITAMINA D GLO.	GLOBO SIM	0	0
400002253	7,89962E+12	SUPRAMAX D 2000UI 30CA VITAMINA D GLO.	GLOBO SIM	0	0
400002267	7,89962E+12	VITAMINA D3 1000UI 30CA GLO.	GLOBO SIM	0	0
400002268	7,89962E+12	VITAMINA D3 2000UI 30CA GLO.	GLOBO SIM	0	0
400002249	7,89962E+12	SULFATO FERROSO SOL 10MG 100ML GLO.	GLOBO SIM	0	0
400002248	7,89962E+12	SULFATO FERROSO GTS 125MG 30ML GLO.	GLOBO SIM	0	0
400002247	7,89962E+12	SULFATO FERROSO FR 80GR 50CP GLO.	GLOBO SIM	0	0
400002266	7,89962E+12	VITAMINA C GTS 200MG/ML 20ML GLO.	GLOBO SIM	0	0
400002265	7,89962E+12	VITAMINA C 500MG 20CP GLO.	GLOBO SIM	0	0
400002218	7,89962E+12	RARIVIT C 500MG 20CP VITAMINA C GLO.	GLOBO SIM	0	0
400002251	7,89962E+12	SUPRAMAX C 500MG 20CP VITAMINA C GLO.	GLOBO SIM	0	0
400002264	7,89962E+12	VITAMINA C 1G 10CP GLO.	GLOBO SIM	0	0
400002217	7,89962E+12	RARIVIT C 1G 10CP VITAMINA C GLO.	GLOBO SIM	0	0
400002250	7,89962E+12	SUPRAMAX C 1G 10CP VITAMINA C GLO.	GLOBO SIM	0	0
400002225	7,89962E+12	RARIVIT IMUNO30CP VIT C+VIT D+ZINCO GLO.	GLOBO SIM	0	0
400002256	7,89962E+12	SUPRAMAX IMUNO 30CP VIT C+VIT D GLO.	GLOBO SIM	0	0
400002155	7,89962E+12	EXTRATO DE PROPOLIS 20ML GLO.	GLOBO SIM	0	0
400002222	7,89962E+12	RARIVIT E 400UI 30CA SUP VITAMINICO GLO.	GLOBO SIM	0	0
400002269	7,89962E+12	VITAMINA E 400UI 30CA MOLE GLO.	GLOBO SIM	0	0
400008000	7,89962E+12	RARIVIT D 2000UI 30 CP VITAMINA D3 GLO.	GLOBO SIM	0	0
400002262	7,89962E+12	VITAMINA C 1 G+ZINCO 10CP GLO.	GLOBO SIM	0	0
400002263	7,89962E+12	VITAMINA C 1 G+ZINCO 30CP GLO.	GLOBO SIM	0	0
400005760	7,89962E+12	SUPRAMAX C 10CP EFERV VIT C+ZINCO GLO.	GLOBO SIM	0	0
400005761	7,89962E+12	RARIVIT GESTA 30CA SUPL VITAM GLO.	GLOBO SIM	0	0
400005762	7,89962E+12	BROMEXAN XPE 120ML VITC+PRO+MEL+ZIN GLO.	GLOBO SIM	0	0
400002214	7,89962E+12	RARIVIT 120ML SUP VITAMINICO GLO.	GLOBO SIM	0	0
400005763	7,89962E+12	RARIVIT BABY GTS TUTTI FRUTTI 20ML GLO.	GLOBO SIM	0	0
400002260	7,89962E+12	TARGININ C 20CP VIT C+ARGININA GLO.	GLOBO SIM	0	0
400002156	7,89962E+12	EXTRATO DE PROPOLIS 30CA GLO.	GLOBO SIM	0	0
400005764	7,89962E+12	RARIVIT PROPOLIS 30CA SUP VITA GLO.	GLOBO SIM	0	0
400002226	7,89962E+12	RARIVIT IMUNO60CP VIT C+VIT D+ZINCO GLO.	GLOBO SIM	0	0
400002270	7,89962E+12	ZINCO 30CP SUPLEMENTO VITAMINICO GLO.	GLOBO SIM	0	0
400002271	7,89962E+12	ZINCO 60CP SUPLEMENTO VITAMINICO GLO.	GLOBO SIM	0	0
400005765	7,89962E+12	RARIVIT ZINCO 30CP SUPL VITAM GLO.	GLOBO SIM	0	0
400005766	7,89962E+12	RARIVIT ZINCO 60CP SUPL VITAM GLO.	GLOBO SIM	0	0
400002109	7,89962E+12	ARGIMAX C 20CP VIT.C+ARGININA GLO.	GLOBO SIM	0	0
400002143	7,89962E+12	COMPLEXIMED B 30CP COMPLEX.B+VIT C GLO.	GLOBO SIM	0	0
400002145	7,89962E+12	COMPLEXIMED B 60CP COMPLEX.B+VIT C GLO.	GLOBO SIM	0	0
400002228	7,89962E+12	RARIVIT OMEGA 3 30CA SUP VITAMINICO GLO.	GLOBO SIM	0	0
400002105	7,89962E+12	ANEMIPLUS 30ML GTS SULFATO FERROSO GLO.	GLOBO SIM	0	0
400002103	7,89962E+12	ANEMIPLUS 100ML SULFATO FERROSO GLO.	GLOBO SIM	0	0
400002106	7,89962E+12	ANEMIPLUS 50CP SULFATO FERROSO GLO.	GLOBO SIM	0	3.51
400002104	7,89962E+12	ANEMIPLUS 30CP SULFATO FERROSO GLO.	GLOBO SIM	0	0
400002144	7,89962E+12	COMPLEXIMED B 50CP GLO.	GLOBO SIM	0	0
400002142	7,89962E+12	COMPLEXIMED B 100CP GLO.	GLOBO SIM	0	0
400008173	7,89962E+12	ACIDOGEL SUS 150ML HIDRO. DE ALUMIN GLO.	GLOBO SIM	0	0
400008174	7,89962E+12	ACIDOGEL SUS 240ML HIDRO. DE ALUMIN GLO.	GLOBO SIM	0	0
400007644	7,89962E+12	SUPRAMAX C 10CP EFERV VIT C+ZINCO GLO.	GLOBO SIM	0	0
400007824	7,89964E+12	SNIF 3% SPRAY 45ML CLORETO DE SODIO EUR.	EUROFARMA SIM	0	0
400000685	7,89966E+12	POMADA NOCAUTEADORA 110G DOK	DOKIMOS	0	0
400000039	7,89968E+12	MOCHILA NOTEBOOK ANTIFURTO 17 AIR.	AIRELA	0	0
400002416	7,89983E+12	AP PRESSAO DIG PULSO MP 060 INC.	INCOTERM (INATIVO)	0	0
400002430	7,89983E+12	NEBULIZADOR COMP NB090 INC.	INCOTERM (INATIVO)	0	0
400008118	7,89983E+12	NEBULIZADOR INALADOR NB100 INC.	INCOTERM (INATIVO)	0	0
400002428	7,89983E+12	KIT ACADEMICO AZUL KA100 INC.	INCOTERM (INATIVO)	0	0
400002421	7,89983E+12	CORTADOR DE COMPRIMIDOS N - AZUL INC.	INCOTERM (INATIVO)	0	0
400002422	7,89983E+12	CORTADOR DE COMPRIMIDOS N - TRAN.INC.	INCOTERM (INATIVO)	0	0
400002435	7,89983E+12	TERMOMETRO CLI DIG MEDFEBRE BRANCO INC.	INCOTERM (INATIVO)	0	0
400008282	7,89983E+12	AMASSADOR DE COMPRIMIDOS 3 EM 1 INC.	INCOTERM (INATIVO)	0	0
400002423	7,89983E+12	ESPACADOR E100 AD E INF INC.	INCOTERM (INATIVO)	0	0
400005767	7,89983E+12	TERMOM.PT CLI DIG DOMOTHERM BR.24UN INC.	INCOTERM (INATIVO)	0	0
400008277	7,89983E+12	BANDAGEM ELAS ADESIVA PROTAPE BEGE INC.	INCOTERM (INATIVO)	0	0
400008279	7,89983E+12	BANDAGEM ELAS ADESIVA PROTAPE PRETA INC.	INCOTERM (INATIVO)	0	0
400002426	7,89983E+12	GARROTE LATEX FREE DESCARTAVEL INC.	INCOTERM (INATIVO)	0	0
400002431	7,89983E+12	TERMOMETRO CLI DIG DOMOTHERM BRANCO INC.	INCOTERM (INATIVO)	0	0
400002415	7,89983E+12	AP PRESSAO DIG PULSO MP 050 INC.	INCOTERM (INATIVO)	0	0
400002414	7,89983E+12	AP PRESSAO DIG BRACO MB50 INC.	INCOTERM (INATIVO)	0	0
400007576	7,89983E+12	CONJ ESFIG E ESTETO CLINICO SIMP. INC.	INCOTERM (INATIVO)	0	0
400002437	7,89983E+12	TERMOMETRO CLI DIG MEDFEBRE VERDE INC.	INCOTERM (INATIVO)	0	0
400002436	7,89983E+12	TERMOMETRO CLI DIG MEDFEBRE PINK INC.	INCOTERM (INATIVO)	0	0
400002434	7,89983E+12	TERMOMETRO CLI DIG MEDFEBRE AMARELO INC.	INCOTERM (INATIVO)	0	0
400002432	7,89983E+12	TERMOMETRO CLI DIG DOMOTHERM ROXO INC.	INCOTERM (INATIVO)	0	0
400005769	7,89983E+12	TERMOMETRO CLI DIG DOMOTHERM VERM. INC.	INCOTERM (INATIVO)	0	0
400002433	7,89983E+12	TERMOMETRO CLI DIG DOMOTHERM VERDE INC.	INCOTERM (INATIVO)	0	0
400008190	7,89983E+12	TERMOMETRO CLI ECOLOGICO 1.0 INC.	INCOTERM (INATIVO)	0	0
400007582	7,89983E+12	UMIDIFICADOR DE AR UMD110 3L PRETO INC.	INCOTERM (INATIVO)	0	0
400005842	7,89983E+12	EXERCITADOR RESPIRATORIO EXR100 INC.	INCOTERM (INATIVO)	0	0
400007584	7,89983E+12	PORTA COMPRIMIDOS DIÁRIO 4 CP TRANS INC.	INCOTERM (INATIVO)	0	0
400007586	7,89983E+12	TIRA LEITE BOMBA MANUAL MAT. BM100 INC.	INCOTERM (INATIVO)	0	0
400005770	7,89983E+12	UMIDIFICADOR UMD050 PLUS 1,6LT127V INC.	INCOTERM (INATIVO)	0	0
400007580	7,89983E+12	UMIDIFICADOR DE AR UMD110 3L BRANCO INC.	INCOTERM (INATIVO)	0	0
400003546	7,89984E+12	AP PRESSAO PULSO HC075MLT.	MULTILASER (INATIVO)	0	51.36
400007919	7,89984E+12	CARREGADOR 8 POSS P/RS51 C CABO	MULTILASER (INATIVO)	0	0
400005771	7,89984E+12	CARREGADOR PAREDE SMARTOGO USB MLT.	MULTILASER (INATIVO)	0	0
400007061	7,89984E+12	CABO IPHONE SMARTOGO 8PINOS PRET 1M MLT.	MULTILASER (INATIVO)	0	12.11
400005773	7,89984E+12	CARREG.AUTOM.SMARTOGO ENTRADA USB MLT.	MULTILASER (INATIVO)	0	6.92
400003547	7,89984E+12	BALANCA DIGITAL EASTMART BRANCAMLT.	MULTILASER (INATIVO)	0	0
400005774	7,89984E+12	CABO MICROUSB 2EM1 TYPE C 1,5M PRET MLT.	MULTILASER (INATIVO)	0	0
400003550	7,89984E+12	CABO ESPIRAL 1,2M TYPE C SORTIDOMLT.	MULTILASER (INATIVO)	0	0
400003549	7,89984E+12	CABO BLINDADO 1,2M TYPE C PRETOMLT.	MULTILASER (INATIVO)	0	11.08
400003552	7,89984E+12	FONE DE OUVIDO VIBE BRANCOMLT.	MULTILASER (INATIVO)	0	7.03
400003548	7,89984E+12	BALANCA DIGITAL EASTMART PRETAMLT.	MULTILASER (INATIVO)	0	0
400003558	7,89984E+12	TERMOMETRO INFRAVERMELHO S/ CONTATOMLT.	MULTILASER (INATIVO)	0	72.6
400005776	7,89985E+12	CULTURELLE SD 10CA PROB. LACTOB. DEL.	CELLERA SIM	0	0
400005778	7,89985E+12	CULTURELLE SD 30CA PROB. LACTOB. DEL.	CELLERA SIM	0	0
400005779	7,89985E+12	CULTURELLE JR 6SCH 1,2G PROB LACTOB DEL.	CELLERA SIM	0	0
400005780	7,8999E+12	VITAZ AZ 630MG 60CP X 50 CT VIT+MIN NTL.	NATURELIFE	0	8.75
400003674	7,8999E+12	VITAZ MULHER 630MG 60CP NTL.	NATURELIFE	0	0
400003676	7,8999E+12	VITAZ SENIOR 630MG 60CP 50 CT NTL.	NATURELIFE	0	0
400005781	7,8999E+12	VITAZ CABELO PELE EUNHAS 500MG 60CA NTL.	NATURELIFE	0	0
400003673	7,8999E+12	VITAZ MAMAE 1000MG 30CP 50 CT NAT.	NATURELIFE	0	6.57
400003675	7,8999E+12	VITAZ OMEGA 3 120CP NTL.	NATURELIFE	0	0
400008223	7,8999E+12	LACTPREV 10.000 500MG 30CAP LACTASE NTL.	NATURELIFE	0	0
400003672	7,8999E+12	NUTRIVIT KIDS SOL ORAL 120 ML NTL.	NATURELIFE	0	0
400003670	7,8999E+12	NUTRIFORT SOL ORAL 240ML NTL.	NATURELIFE	0	0
400003671	7,8999E+12	NUTRIVIT JUNIOR SOL ORAL 240 ML NTL.	NATURELIFE	0	0
400003620	7,8999E+12	DVITER VITAMINA D 2000UI 30CP NAT.	NATULAB	0	0
400003619	7,8999E+12	DVITER SOL GTS 500UI 10ML VIT D NTL.	NATURELIFE	0	0
400003664	7,8999E+12	DVITER VITAMINA D 1000UI 30CP NAT.	NATURELIFE	0	0
400007650	7,8999E+12	NUTRIVIT KIDS SOL ORAL 120 ML NAT.	NATULAB	0	5.41
400007649	7,8999E+12	NUTRIVIT JUNIOR SOL ORAL 240 ML NAT.	NATULAB	0	0
400008796	7,8999E+12	OSTEOFIX 1500MG D 200UI 60CP NAT.	NATULAB	0	11.5
400005103	7,89993E+12	PINCEL DE BARBEAR PELOS DE TEXUGO WAHL	WAHL	0	0
400005785	7,89993E+12	KIT MAQ LEGEND E DETAILER 127V WHL.	WAHL	0	0
400005787	7,89993E+12	KIT MAQ MAGIC CLIP E HERO 127V WHL.	WAHL	0	0
400005788	7,89993E+12	KIT MAQ ICON E HERO 127V WHL.	WAHL	0	0
400005789	7,89993E+12	KIT MAQ E ACAB CLAS PEANU 127V 60HZ WHL.	WAHL	0	296.23
400005790	7,89993E+12	KIT MAQ CORT SUPER TAPER CHROME127V WHL.	WAHL	0	0
400006099	7,89993E+12	MAQ CORTAR CAB PRO BASIC 127V WHL.	WAHL	0	171.48
400008810	7,89993E+12	MAQ ACAB FINALE WHL.	WAHL	0	0
400006887	7,90802E+12	PARACETAMOL G. CIF 750 MG 20 CP	CIFARMA PROPAGANDA	0	0
400006882	7,90802E+12	NIMESULIDA G. CIF 100 MG 12 CP	CIFARMA PROPAGANDA	0	0
400006888	7,90802E+12	PROBENTOL BABY 100 G DEXPANTENOL CIF.	CIFARMA PROPAGANDA	0	0
400006991	7,90802E+12	CIFALUX 60 CA MULTIVITAMINICOS CIF.	CIFARMA PROPAGANDA	0	0
400006880	7,90802E+12	LISOTOX ABACAXI 60 FLC 10 ML BOLDO CIF.	CIFARMA PROPAGANDA	0	0
